# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1780627128.98951 71.786664 9.682941 -2.240313 -0.098664 0.561067 -0.815462 0.102423 0.0009059225 -0.0013444738 0.0004818982 0.0285621717 -0.0104596199 0.0046431710 14.7185663942 -11.5138856873 -2.9604514159 59.6911462623 0.1103425316 4.2434624206
1780627129.02285 71.776502 9.687476 -2.194365 -0.099010 0.561349 -0.814887 0.105088 0.0009420851 -0.0012681212 0.0004511182 0.0286468621 -0.0104450362 0.0046699042 14.7212629380 -11.5150953889 -2.9605188079 59.6754876869 0.1102430044 4.2436754568
1780627129.05618 71.766057 9.693217 -2.148312 -0.099504 0.561544 -0.814341 0.107773 0.0009794240 -0.0011987004 0.0004232684 0.0287276759 -0.0104336295 0.0046998075 14.7246218540 -11.5171962887 -2.9606023577 59.6594639727 0.1101468662 4.2439262894
1780627129.08948 71.754926 9.700231 -2.101584 -0.100628 0.560122 -0.815312 0.106790 0.0010324002 -0.0012990951 0.0004650144 0.0287177222 -0.0105059992 0.0048051555 14.7286886461 -11.5201434676 -2.9607011813 59.6424466131 0.1100487039 4.2442188818
1780627129.12285 71.743360 9.708551 -2.054346 -0.101017 0.558013 -0.816904 0.105290 0.0010854182 -0.0013878145 0.0005063131 0.0286665817 -0.0106244307 0.0049524429 14.7334902730 -11.5240208029 -2.9608163314 59.6248452145 0.1099513094 4.2445573772
1780627129.15613 71.731842 9.718029 -2.007336 -0.101052 0.556752 -0.817729 0.105521 0.0011302547 -0.0013931776 0.0005128654 0.0286627626 -0.0106991006 0.0050606951 14.7389606281 -11.5288282447 -2.9609476119 59.6074358964 0.1098602501 4.2449426649
1780627129.18946 71.720322 9.728723 -1.960357 -0.101068 0.556215 -0.818021 0.106077 0.0011733513 -0.0013801540 0.0005094890 0.0286977601 -0.0107332497 0.0051325413 14.7451429938 -11.5345984934 -2.9610956119 59.5901554384 0.1097746920 4.2453796496
1780627129.22280 71.711425 9.739594 -1.954350 -0.104552 0.551826 -0.819971 0.110474 0.0011346846 -0.0015289699 0.0004989914 0.0280698652 -0.0108637607 0.0051925049 14.7513315683 -11.5414175554 -2.9612807136 59.5711581659 0.1096202706 4.2457956641
1780627129.25613 71.609410 9.718583 -1.887099 -0.074783 0.581134 -0.799184 0.134149 0.0005862094 -0.0015026918 0.0005875602 0.0277638130 -0.0109940216 0.0047814766 14.7544113296 -11.5473300052 -2.9617184047 59.5508998328 0.1091996058 4.2457661912
1780627129.28946 71.594137 9.712940 -1.850589 -0.075623 0.580711 -0.799399 0.134230 0.0005355353 0.0011225759 -0.0003841914 0.0290312542 -0.0095477208 0.0035385243 14.7405540247 -11.4964875269 -2.9614567502 59.3716451219 0.1079620721 4.2459950259
1780627129.32277 71.578519 9.681933 -1.819677 -0.076705 0.584833 -0.796493 0.132988 0.0004524210 0.0011374116 -0.0003766267 0.0290129991 -0.0095582456 0.0035313450 14.7376487373 -11.4878975406 -2.9615657039 59.3462179615 0.1078248860 4.2461729821
1780627129.35610 71.579539 9.676050 -1.795929 -0.078354 0.585482 -0.795929 0.132548 0.0004377234 0.0010130051 -0.0003247359 0.0292092267 -0.0092974202 0.0033313027 14.7211913330 -11.4575176190 -2.9613746167 59.3224015164 0.1076503779 4.2461614050
1780627129.38947 71.566180 9.665842 -1.762290 -0.078269 0.584970 -0.796327 0.132467 0.0004238512 0.0008267064 -0.0002643848 0.0292193077 -0.0092982699 0.0033283956 14.7184391452 -11.4531408341 -2.9615426486 59.3259712844 0.1076128176 4.2463652566
1780627129.42276 71.560105 9.665744 -1.726556 -0.078390 0.584053 -0.797263 0.130800 0.0004210202 0.0008156725 -0.0002600808 0.0292241950 -0.0092889641 0.0033190705 14.7136388142 -11.4415833830 -2.9616461167 59.3048670611 0.1074076870 4.2465801349
1780627129.45615 71.553210 9.652449 -1.695209 -0.077798 0.584404 -0.797130 0.130399 0.0004182064 0.0007920749 -0.0002534834 0.0291924816 -0.0093315251 0.0033483297 14.7142681561 -11.4406597590 -2.9618857253 59.2965159308 0.1072685724 4.2468976317
1780627129.48941 71.551907 9.638693 -1.665190 -0.077584 0.584883 -0.796744 0.130733 0.0004201340 0.0008417946 -0.0002704648 0.0291619553 -0.0093664731 0.0033738956 14.7079280037 -11.4281100651 -2.9620082100 59.2859167564 0.1071282864 4.2471920103
1780627129.52274 71.552328 9.624659 -1.635247 -0.078040 0.585787 -0.795967 0.131153 0.0004205831 0.0008752623 -0.0002794155 0.0291879836 -0.0093240832 0.0033430019 14.7013783510 -11.4166202064 -2.9621361336 59.2845938487 0.1070192656 4.2474937696
1780627129.55607 71.551876 9.612626 -1.604847 -0.079286 0.586465 -0.795369 0.130998 0.0004235856 0.0009470745 -0.0002991446 0.0292442502 -0.0092354704 0.0032796574 14.6946868787 -11.4053424199 -2.9622566119 59.2864170567 0.1069220417 4.2478132885
1780627129.58940 71.550537 9.598930 -1.575298 -0.080405 0.586943 -0.795016 0.130319 0.0004201514 0.0009180237 -0.0002884018 0.0292734616 -0.0091938113 0.0032497040 14.6890530438 -11.3955204085 -2.9623809963 59.2868376749 0.1067825750 4.2481531575
1780627129.62274 71.552404 9.583649 -1.548685 -0.081221 0.587631 -0.794453 0.130147 0.0004106442 0.0007863753 -0.0002437979 0.0293392300 -0.0091093123 0.0031894056 14.6825601028 -11.3840415216 -2.9624704389 59.2856764422 0.1066083090 4.2484897688
1780627129.65607 71.556026 9.567274 -1.524928 -0.081991 0.588175 -0.794005 0.129938 0.0004024592 0.0006616081 -0.0002035798 0.0293679986 -0.0090744197 0.0031642490 14.6753381531 -11.3721717670 -2.9625277856 59.2896555328 0.1064451036 4.2488049079
1780627129.68942 71.560469 9.549107 -1.504221 -0.083002 0.588808 -0.793560 0.129147 0.0003982176 0.0006108544 -0.0001869961 0.0293846965 -0.0090503976 0.0031471149 14.6675539328 -11.3598488198 -2.9625428860 59.2965513211 0.1062807676 4.2490830404
1780627129.72270 71.567206 9.527513 -1.489759 -0.083849 0.589600 -0.792983 0.128527 0.0003953642 0.0005897951 -0.0001786943 0.0294280359 -0.0089852535 0.0031018898 14.6588070318 -11.3461948633 -2.9624947724 59.3048185470 0.1061128879 4.2492949999
1780627129.75604 71.580641 9.508693 -1.483800 -0.084367 0.590432 -0.792358 0.128221 0.0003911798 0.0005290483 -0.0001586351 0.0294598532 -0.0089388725 0.0030694733 14.6482546967 -11.3301754589 -2.9623504797 59.3164649477 0.1059681332 4.2493858158
1780627129.78935 71.604190 9.490980 -1.493981 -0.085072 0.591517 -0.791546 0.127773 0.0003871408 0.0004613421 -0.0001360035 0.0295129132 -0.0088604115 0.0030156313 14.6391276973 -11.3183350587 -2.9621465532 59.3392034508 0.1059111757 4.2493203904
1780627129.82269 71.629482 9.473517 -1.514292 -0.086176 0.592206 -0.791067 0.126803 0.0003852432 0.0004507843 -0.0001309078 0.0295631849 -0.0087819132 0.0029623362 14.6304379408 -11.3100563775 -2.9618096082 59.3786084485 0.1060310965 4.2489598651
1780627129.85601 71.646883 9.452900 -1.529608 -0.087122 0.592699 -0.790749 0.125831 0.0003826018 0.0004205946 -0.0001200032 0.0296131939 -0.0087038876 0.0029090138 14.6216976568 -11.3023924735 -2.9613169076 59.4206873750 0.1062607584 4.2482923894
1780627129.88933 71.667106 9.433897 -1.544450 -0.087931 0.593431 -0.790185 0.125364 0.0003787698 0.0003530687 -0.0000988120 0.0296503906 -0.0086463800 0.0028679539 14.6112350854 -11.2899310146 -2.9607245296 59.4495261195 0.1064484328 4.2475549825
1780627129.92268 71.699721 9.422444 -1.572307 -0.088730 0.594504 -0.789343 0.125016 0.0003746784 0.0002541231 -0.0000692842 0.0296658549 -0.0086227600 0.0028485147 14.6015908475 -11.2795217155 -2.9601701288 59.4830022943 0.1066947739 4.2468520533
1780627129.95603 71.739182 9.419822 -1.612285 -0.089665 0.595407 -0.788568 0.124942 0.0003715085 0.0002007834 -0.0000531242 0.0297008558 -0.0085663940 0.0028083872 14.5958159802 -11.2786955616 -2.9597488456 59.5371142260 0.1071270938 4.2461755158
1780627129.98932 71.771198 9.422638 -1.651872 -0.090592 0.596153 -0.788005 0.124274 0.0003687031 0.0001968944 -0.0000512191 0.0297570797 -0.0084745246 0.0027461493 14.5945255260 -11.2870800507 -2.9594808864 59.6025317684 0.1076765359 4.2455634355
1780627130.02266 71.805295 9.434846 -1.705245 -0.091299 0.597233 -0.787260 0.123283 0.0003654590 0.0001683630 -0.0000421598 0.0298242810 -0.0083639521 0.0026733119 14.5959706712 -11.2981310203 -2.9592938903 59.6552982632 0.1081611401 4.2450382626
1780627130.05599 71.843932 9.465373 -1.775906 -0.091954 0.597913 -0.786697 0.123094 0.0003618514 0.0001226265 -0.0000288158 0.0298684478 -0.0082894362 0.0026235953 14.6020920483 -11.3175825493 -2.9592348408 59.7110253708 0.1087054805 4.2445651265
1780627130.08930 71.879330 9.502633 -1.852843 -0.093215 0.598024 -0.786628 0.122045 0.0003576311 0.0000453251 -0.0000073863 0.0298983270 -0.0082376928 0.0025880034 14.6174106335 -11.3536731143 -2.9593850898 59.7738945474 0.1093347055 4.2441553374
1780627130.12262 71.907840 9.535002 -1.926653 -0.094352 0.598152 -0.786682 0.120184 0.0003528920 -0.0000456578 0.0000169335 0.0299381162 -0.0081681882 0.0025418593 14.6360259858 -11.3944813719 -2.9596286423 59.8314333513 0.1099525968 4.2438021944
1780627130.15596 71.921617 9.541449 -1.987419 -0.095118 0.599989 -0.785195 0.120140 0.0003511434 -0.0001423536 0.0000388448 0.0299550679 -0.0081383873 0.0025244372 14.6521442287 -11.4289031960 -2.9599662664 59.8776906047 0.1103500472 4.2436004205
1780627130.18941 71.941249 9.551888 -2.049495 -0.095638 0.601255 -0.784306 0.119208 0.0003491031 -0.0002401956 0.0000610416 0.0300149041 -0.0080309841 0.0024608665 14.6548893657 -11.4371551504 -2.9600367038 59.8987021647 0.1106205937 4.2433503612
1780627130.22261 71.964428 9.563445 -2.106465 -0.096367 0.602152 -0.783667 0.118291 0.0003468913 -0.0002878733 0.0000696293 0.0300685961 -0.0079331489 0.0024037523 14.6596444623 -11.4503289550 -2.9601583244 59.9302541748 0.1109608718 4.2431333407
1780627130.25595 71.991391 9.575985 -2.162331 -0.097768 0.603379 -0.782756 0.116908 0.0003447429 -0.0003175174 0.0000734251 0.0301290587 -0.0078222207 0.0023400990 14.6650378244 -11.4654838277 -2.9602968014 59.9683345171 0.1113349118 4.2429433740
1780627130.28928 72.022465 9.589415 -2.219828 -0.099640 0.605068 -0.781560 0.114584 0.0003439083 -0.0003854178 0.0000878401 0.0301694197 -0.0077436432 0.0022955360 14.6709867506 -11.4825207266 -2.9604532899 60.0130620415 0.1117486368 4.2427757126
1780627130.32260 72.093206 9.635687 -2.283970 -0.103790 0.604885 -0.782060 0.108276 0.0003420672 -0.0005488209 0.0001327591 0.0302422727 -0.0075986380 0.0022030439 14.6772338886 -11.5017631956 -2.9605689302 60.0644542371 0.1122950661 4.2425997835
1780627130.35592 72.092929 9.614687 -2.321501 -0.102215 0.606950 -0.780952 0.106196 0.0003605325 -0.0010227084 0.0002515594 0.0302662890 -0.0075000574 0.0021433145 14.7009871423 -11.5601407000 -2.9611079028 60.1857854072 0.1131945132 4.2425266399
1780627130.38927 72.099545 9.628233 -2.359925 -0.101620 0.606836 -0.781426 0.103908 0.0003589229 -0.0010246128 0.0002451400 0.0303487479 -0.0073393179 0.0020580869 14.6891883942 -11.5401139655 -2.9608991930 60.1809460370 0.1133025699 4.2423245442
1780627130.42259 72.070121 9.614292 -2.382996 -0.100163 0.608128 -0.780387 0.105565 0.0003541065 -0.0010331448 0.0002507455 0.0303065555 -0.0074145170 0.0020899168 14.6956518204 -11.5529922992 -2.9609946343 60.1912907175 0.1134803080 4.2422361874
1780627130.45592 72.061301 9.631821 -2.406108 -0.101343 0.606539 -0.781481 0.105487 0.0003381839 -0.0008112430 0.0001940334 0.0303188744 -0.0074127110 0.0020883459 14.6876715142 -11.5319840238 -2.9608085350 60.1387054476 0.1132306014 4.2421251192
1780627130.48924 72.041208 9.590331 -2.403963 -0.103458 0.609330 -0.778677 0.108055 0.0003367521 -0.0008905592 0.0002140054 0.0302896115 -0.0074556686 0.0021045103 14.6959640347 -11.5438321015 -2.9609774969 60.1238758895 0.1132007158 4.2421076782
1780627130.52255 72.027659 9.584305 -2.409132 -0.106791 0.609910 -0.777536 0.109743 0.0003390709 -0.0009487809 0.0002199132 0.0303857961 -0.0072597672 0.0020034959 14.6730038372 -11.5006421689 -2.9605543571 60.0900320466 0.1130474779 4.2419129192
1780627130.55588 72.023642 9.581270 -2.405982 -0.110886 0.611683 -0.775560 0.109794 0.0003536980 -0.0011300387 0.0002614736 0.0303916544 -0.0072216859 0.0019879633 14.6690517150 -11.4906562601 -2.9604989152 60.0683736919 0.1129270444 4.2418689951
1780627130.58921 72.035618 9.571882 -2.396039 -0.115184 0.615142 -0.772349 0.108676 0.0003690612 -0.0013369806 0.0002992126 0.0304725152 -0.0070188112 0.0018847634 14.6669586801 -11.4865483217 -2.9604823225 60.0639778876 0.1128922536 4.2418336524
1780627130.62254 72.138278 9.530874 -2.364932 -0.120415 0.620779 -0.767900 0.102288 0.0003751116 -0.0015562875 0.0003376708 0.0306316974 -0.0066278716 0.0016940867 14.6614730420 -11.4813793802 -2.9604107063 60.0877507925 0.1131043299 4.2417280583
1780627130.65587 72.160388 9.487446 -2.369492 -0.121736 0.633672 -0.756790 0.104448 0.0004181183 -0.0019347211 0.0003798076 0.0308473844 -0.0060259069 0.0014356764 14.6436985506 -11.4787653998 -2.9602716800 60.2706209381 0.1142723627 4.2414509265
1780627130.68919 72.146013 9.486675 -2.370438 -0.122515 0.639273 -0.750104 0.116895 0.0003822396 -0.0015666614 0.0002403718 0.0313063624 -0.0049064676 0.0010267530 14.6198226844 -11.4439362769 -2.9598755060 60.3069204473 0.1145780373 4.2412442880
1780627130.72252 72.144655 9.487838 -2.382409 -0.123184 0.643139 -0.746050 0.120863 0.0003384188 -0.0007109204 0.0000733431 0.0316204746 -0.0040891544 0.0007913108 14.6197634040 -11.4392798570 -2.9598431278 60.2758766008 0.1143841340 4.2412635480
1780627130.75585 72.140359 9.486361 -2.390127 -0.122620 0.650932 -0.738254 0.127408 0.0003402821 -0.0003083363 0.0000085008 0.0317685049 -0.0035518345 0.0006585197 14.6205342813 -11.4402385350 -2.9598507824 60.2725783022 0.1143807742 4.2412726075
1780627130.78918 72.126105 9.469276 -2.390408 -0.118766 0.664706 -0.724238 0.139783 0.0003575779 0.0004930818 -0.0000721159 0.0319781032 -0.0024186714 0.0004422576 14.6198074266 -11.4380008170 -2.9598207067 60.2645481121 0.1143551666 4.2412677240
1780627130.82250 72.120790 9.476243 -2.393108 -0.122365 0.677815 -0.708123 0.155417 0.0004506986 0.0015569237 -0.0001060347 0.0320655264 -0.0012549089 0.0003253109 14.6102608844 -11.4180792223 -2.9596333700 60.2394902986 0.1142322031 4.2412333883
1780627130.85583 72.124710 9.479391 -2.402524 -0.129130 0.691048 -0.691283 0.167049 0.0004753343 0.0015957766 -0.0000617966 0.0321246367 -0.0000712567 0.0002894712 14.6145107438 -11.4235920847 -2.9597097963 60.2283722299 0.1141624902 4.2412953816
1780627130.88916 72.126677 9.474741 -2.411566 -0.141555 0.711612 -0.666659 0.170690 0.0005298033 0.0017528854 0.0000278389 0.0320836815 0.0016249547 0.0004180601 14.6166227412 -11.4280616793 -2.9597772439 60.2347064688 0.1142268145 4.2413480656
1780627130.92248 72.150470 9.460215 -2.426571 -0.153463 0.735008 -0.638539 0.168761 0.0005544836 0.0016219110 0.0001374969 0.0317514791 0.0038849117 0.0008595324 14.6149514118 -11.4255060751 -2.9597600687 60.2363366952 0.1142635217 4.2413979961
1780627130.95585 72.151576 9.469015 -2.435943 -0.163190 0.754137 -0.614626 0.163957 0.0005722218 0.0015217583 0.0002417676 0.0310994326 0.0060088621 0.0015864194 14.6074157886 -11.4193534928 -2.9596513592 60.2803458650 0.1145489909 4.2413384231
1780627130.98913 72.148624 9.464592 -2.449780 -0.161964 0.775588 -0.586022 0.169730 0.0006236099 0.0017029154 0.0003839055 0.0302967916 0.0076788388 0.0023795990 14.6130224509 -11.4292709327 -2.9597717863 60.2822087773 0.1145649524 4.2413009639
1780627131.02246 72.164887 9.432344 -2.456196 -0.148100 0.790748 -0.567597 0.174979 0.0008516539 0.0028994157 0.0008359258 0.0293521624 0.0089093245 0.0031664099 14.6107559919 -11.4245952456 -2.9597112098 60.2761376081 0.1145456659 4.2412384658
1780627131.05583 72.162264 9.430468 -2.461194 -0.137872 0.796410 -0.562288 0.174797 0.0010897811 0.0038347751 0.0012115108 0.0288075007 0.0093262196 0.0035252680 14.5929942066 -11.3983019751 -2.9594431362 60.3031453959 0.1148023379 4.2411118689
1780627131.08912 72.156009 9.421451 -2.475508 -0.131964 0.798410 -0.562691 0.168839 0.0010964268 0.0037381519 0.0011782543 0.0288977756 0.0092656252 0.0034935438 14.5922621440 -11.3961080453 -2.9594513047 60.2962095333 0.1147620010 4.2411181031
1780627131.12244 72.156620 9.414793 -2.485130 -0.134025 0.797570 -0.564934 0.163610 0.0010417353 0.0033541295 0.0010449228 0.0290868209 0.0092378891 0.0035019086 14.5877287453 -11.3864142654 -2.9593817519 60.2827456933 0.1146944282 4.2411938795
1780627131.15577 72.157875 9.408539 -2.494732 -0.141577 0.796635 -0.565461 0.159943 0.0009861424 0.0029127805 0.0009029904 0.0292203523 0.0092868359 0.0035672008 14.5847733818 -11.3816352125 -2.9593529494 60.2848147070 0.1147060917 4.2412977746
1780627131.18910 72.159772 9.402998 -2.504682 -0.146754 0.796779 -0.563633 0.161013 0.0010069267 0.0028040421 0.0008767707 0.0292327475 0.0093848166 0.0036777783 14.5821769585 -11.3775892284 -2.9593329582 60.2879500572 0.1147193391 4.2414364319
1780627131.22243 72.161596 9.397741 -2.514624 -0.147609 0.797222 -0.562258 0.162835 0.0010647735 0.0028776239 0.0009065395 0.0292384164 0.0094358030 0.0037584656 14.5797409273 -11.3737590428 -2.9593167859 60.2909956117 0.1147269751 4.2416127141
1780627131.25576 72.169107 9.382183 -2.467648 -0.143194 0.803102 -0.556326 0.158194 0.0010612394 0.0028703757 0.0009023203 0.0291093153 0.0093829442 0.0037777888 14.5772834464 -11.3698188743 -2.9592599536 60.2933867198 0.1147741713 4.2415362288
1780627131.28911 72.164251 9.427334 -2.422902 -0.162019 0.783893 -0.575915 0.166084 0.0008525892 0.0027598783 0.0009865800 0.0286465601 0.0099018483 0.0039620221 14.5706993138 -11.3603900769 -2.9591358007 60.3050646189 0.1151847356 4.2406489825
1780627131.32241 72.164419 9.429099 -2.425271 -0.163958 0.783775 -0.575521 0.166105 0.0007855092 0.0021734016 0.0006464480 0.0297645771 0.0085663760 0.0030279696 14.5944790731 -11.3994208923 -2.9595173612 60.2952373408 0.1150054768 4.2407864775
1780627131.35574 72.179679 9.425278 -2.412227 -0.171325 0.774323 -0.588182 0.158473 0.0007786441 0.0022373702 0.0006966995 0.0297488584 0.0085410711 0.0029625896 14.5956281797 -11.4015847985 -2.9596269035 60.2954328375 0.1150133184 4.2406670470
1780627131.38906 72.215087 9.433115 -2.369924 -0.178478 0.756183 -0.606115 0.170172 0.0005917766 0.0015221831 0.0003845085 0.0300484342 0.0079055172 0.0023718409 14.5945227213 -11.4034627859 -2.9596374049 60.3204378756 0.1151353033 4.2405023655
1780627131.42239 72.208316 9.424776 -2.374133 -0.176182 0.756442 -0.606241 0.170958 0.0005763661 0.0014794635 0.0002684820 0.0308334030 0.0063586430 0.0015930113 14.5988883701 -11.4188846023 -2.9597327160 60.3763170716 0.1154173000 4.2404377956
1780627131.45572 72.227119 9.421555 -2.385276 -0.183186 0.764750 -0.594162 0.169031 0.0004934750 0.0015286711 0.0002679689 0.0308254237 0.0063099769 0.0015800150 14.5946482115 -11.4097030210 -2.9596921519 60.3620289960 0.1154141457 4.2403482066
1780627131.48905 72.226745 9.419292 -2.386336 -0.184363 0.765306 -0.592961 0.169455 0.0004971754 0.0013680348 0.0002885626 0.0303913704 0.0072778665 0.0020351450 14.5924120655 -11.4113333148 -2.9597325797 60.3987633207 0.1156892655 4.2402730278
1780627131.52237 72.214049 9.417644 -2.385905 -0.183709 0.762708 -0.595519 0.172870 0.0005143889 0.0013874895 0.0003000987 0.0303662472 0.0073374891 0.0020664969 14.5915137620 -11.4093809628 -2.9597265302 60.3959327476 0.1156964933 4.2402370496
1780627131.55571 72.204225 9.418939 -2.388838 -0.182995 0.761341 -0.597341 0.173365 0.0005150186 0.0014255792 0.0002958334 0.0305074139 0.0070570638 0.0019223588 14.5910115214 -11.4044967541 -2.9596993043 60.3683063519 0.1155456713 4.2402205379
1780627131.58902 72.228775 9.422496 -2.399851 -0.191695 0.766013 -0.588079 0.175044 0.0004924331 0.0013768190 0.0002747872 0.0305475016 0.0069556193 0.0018684778 14.5919813031 -11.4034084211 -2.9597025055 60.3487912376 0.1154472078 4.2402017914
1780627131.62235 72.240132 9.413814 -2.395325 -0.188548 0.765256 -0.589663 0.176437 0.0004277216 0.0013786695 0.0002975032 0.0301939897 0.0075750774 0.0021838381 14.5928862643 -11.4117860392 -2.9598236103 60.3948769539 0.1158319683 4.2400630718
1780627131.65569 72.247386 9.399997 -2.386825 -0.185891 0.765769 -0.590695 0.173553 0.0004402134 0.0015707745 0.0003418339 0.0302217364 0.0074738671 0.0021282479 14.5882348043 -11.4068828562 -2.9597753256 60.4158397299 0.1159995286 4.2399694803
1780627131.68901 72.249866 9.396808 -2.384676 -0.185613 0.766962 -0.589070 0.174108 0.0004367404 0.0015341585 0.0003357486 0.0302051810 0.0075099959 0.0021450324 14.5812515239 -11.3965510476 -2.9596664040 60.4273008314 0.1160973221 4.2398793730
1780627131.72233 72.252765 9.397312 -2.386224 -0.185947 0.766736 -0.589128 0.174550 0.0004300938 0.0015268395 0.0003391207 0.0301791497 0.0075547435 0.0021646562 14.5797009173 -11.3943243637 -2.9596573225 60.4302356562 0.1161419076 4.2398259610
1780627131.75570 72.254332 9.398049 -2.388398 -0.186485 0.766877 -0.588807 0.174442 0.0004220558 0.0014786566 0.0003263378 0.0301911395 0.0075381833 0.0021545705 14.5801650241 -11.3959863742 -2.9596889757 60.4360052336 0.1162030043 4.2397886777
1780627131.78905 72.257208 9.394846 -2.388419 -0.186349 0.766945 -0.588857 0.174118 0.0004198872 0.0014895182 0.0003296174 0.0301860622 0.0075415350 0.0021557207 14.5807654999 -11.3975513659 -2.9597214403 60.4394721100 0.1162506174 4.2397545075
1780627131.82232 72.262257 9.390475 -2.389220 -0.186267 0.767261 -0.588652 0.173505 0.0004199440 0.0015243740 0.0003405854 0.0301708526 0.0075590439 0.0021639213 14.5792869416 -11.3957140718 -2.9597148087 60.4441832295 0.1163073976 4.2397060691
1780627131.85565 72.268183 9.386286 -2.389515 -0.185820 0.767532 -0.588738 0.172489 0.0004162178 0.0015021312 0.0003365064 0.0301601155 0.0075798481 0.0021740634 14.5769295221 -11.3929991638 -2.9596962546 60.4532603188 0.1163941096 4.2396488997
1780627131.88897 72.272316 9.383468 -2.388380 -0.185423 0.767507 -0.589054 0.171953 0.0004152926 0.0015130044 0.0003354008 0.0302002678 0.0074997410 0.0021298688 14.5746216693 -11.3906755296 -2.9596795821 60.4645038525 0.1164922619 4.2395910409
1780627131.92230 72.273463 9.383774 -2.388460 -0.185579 0.767193 -0.589360 0.172133 0.0004188832 0.0015694067 0.0003421886 0.0302643022 0.0073634882 0.0020571515 14.5733151372 -11.3894844802 -2.9596761181 60.4717303514 0.1165601353 4.2395440006
1780627131.95562 72.275314 9.383798 -2.389368 -0.186080 0.767379 -0.588908 0.172309 0.0004144702 0.0015504532 0.0003387545 0.0302566461 0.0073781648 0.0020638079 14.5738009858 -11.3904629365 -2.9597011930 60.4725639764 0.1165867050 4.2395144489
1780627131.98896 72.278862 9.381611 -2.389260 -0.186668 0.768220 -0.587500 0.172735 0.0004098108 0.0015309578 0.0003403266 0.0301996588 0.0074859350 0.0021199854 14.5739148857 -11.3910358869 -2.9597215939 60.4749955687 0.1166255896 4.2394812635
1780627132.02231 72.282170 9.380215 -2.389263 -0.187568 0.769098 -0.585948 0.173122 0.0003994398 0.0014711121 0.0003340875 0.0301319014 0.0076194721 0.0021902108 14.5727945983 -11.3899343121 -2.9597209437 60.4805936532 0.1166850525 4.2394369837
1780627132.05562 72.286051 9.378038 -2.388922 -0.188300 0.769963 -0.584447 0.173554 0.0003923801 0.0014914370 0.0003495067 0.0300637564 0.0077339399 0.0022509699 14.5721157221 -11.3895785360 -2.9597292919 60.4860865922 0.1167440559 4.2393937522
1780627132.08896 72.290089 9.374436 -2.387188 -0.188845 0.770852 -0.582960 0.174017 0.0003943982 0.0015320698 0.0003679889 0.0299856776 0.0078612534 0.0023220067 14.5709713278 -11.3885377630 -2.9597291217 60.4924160900 0.1168077423 4.2393485725
1780627132.12230 72.292519 9.371867 -2.386564 -0.189182 0.771684 -0.581626 0.174430 0.0003888393 0.0015467686 0.0003791132 0.0299359914 0.0079408677 0.0023655822 14.5690474315 -11.3861404987 -2.9597142390 60.4987217840 0.1168718567 4.2392956520
1780627132.15561 72.294235 9.370614 -2.387370 -0.189622 0.771801 -0.581248 0.174694 0.0003850599 0.0015448842 0.0003828268 0.0299013807 0.0079967566 0.0023967022 14.5676953678 -11.3843556098 -2.9597082826 60.5024173061 0.1169201168 4.2392497348
1780627132.18892 72.296729 9.368000 -2.387307 -0.189777 0.772506 -0.580205 0.174874 0.0003770332 0.0014951952 0.0003723808 0.0298881958 0.0080248050 0.0024109869 14.5671482796 -11.3838482665 -2.9597185789 60.5052886055 0.1169644702 4.2392090420
1780627132.22225 72.300358 9.364070 -2.385937 -0.189093 0.773653 -0.578811 0.175166 0.0003807916 0.0015688048 0.0003984539 0.0298361936 0.0080956068 0.0024509413 14.5659114103 -11.3823444114 -2.9597162236 60.5095445789 0.1170172848 4.2391634105
1780627132.25558 72.303484 9.363586 -2.385695 -0.189449 0.774183 -0.577779 0.175843 0.0003873054 0.0016649479 0.0004331665 0.0297675997 0.0081877308 0.0025047166 14.5639531172 -11.3798463929 -2.9596999677 60.5156143407 0.1170795595 4.2391130077
1780627132.28890 72.307256 9.363278 -2.384173 -0.190422 0.774605 -0.576415 0.177403 0.0003928672 0.0017326053 0.0004547533 0.0297395191 0.0082167618 0.0025216857 14.5637220690 -11.3803040578 -2.9597170702 60.5214397903 0.1171384507 4.2390732031
1780627132.32223 72.309659 9.361101 -2.381863 -0.191003 0.774555 -0.576029 0.178251 0.0004016571 0.0018215947 0.0004846045 0.0296852671 0.0082834837 0.0025625117 14.5634970682 -11.3808547409 -2.9597333416 60.5278796239 0.1171988169 4.2390333568
1780627132.35556 72.310290 9.358808 -2.382403 -0.191051 0.774239 -0.576355 0.178515 0.0004007660 0.0018310376 0.0004860043 0.0296953349 0.0082619232 0.0025489669 14.5623420407 -11.3793322072 -2.9597286987 60.5311346121 0.1172405479 4.2389903470
1780627132.38889 72.311268 9.357422 -2.384157 -0.191001 0.774146 -0.576565 0.178298 0.0003859558 0.0017224697 0.0004532708 0.0297296399 0.0082259465 0.0025254409 14.5611967497 -11.3774090097 -2.9597241640 60.5314033146 0.1172686722 4.2389502888
1780627132.42223 72.312393 9.353530 -2.383349 -0.189321 0.774629 -0.576570 0.177973 0.0003812249 0.0016973769 0.0004469069 0.0297317090 0.0082243909 0.0025230451 14.5605682017 -11.3766046221 -2.9597319777 60.5331853727 0.1173073389 4.2389118776
